Problem;Rationale;annotated_formula;linear_formula;category;id_question;difficulty;upload_timestamp;solved_timestamp;response_time
if the complement of a certain angle is 7 times the measure of that certain angle , then what is the measure of that certain angle ?;thecomplementof angle a is the angle which , when added to angle a , gives 90 degrees . the two acute angles of a right triangle are complements , for example . the original angle is x , so the complement is 7 x , and together , these add up to 90 degrees . x + 7 x = 90 8 x = 90 x = 11.25 ° answer = ( e );divide(subtract(const_100, const_10), add(7, const_1));add(n0,const_1)|subtract(const_100,const_10)|divide(#1,#0);geometry;Q532;Hard;2023-09-23 01:10:00;2023-09-23 02:04:00;54,05
3251 + 587 + 369 - ? = 3007;let 4207 - x = 3007 then x = 4207 - 3007 = 1200 answer is d;subtract(add(add(3251, 587), 369), 3007);add(n0,n1)|add(n2,#0)|subtract(#1,n3);general;Q190;Easy;2023-09-23 06:19:00;2023-09-23 06:33:00;14,12
the manufacturer ’ s suggested retail price ( msrp ) of a certain item is $ 60 . store a sells the item for 20 percent more than the msrp . the regular price of the item at store b is 30 percent more than the msrp , but the item is currently on sale for 10 percent less than the regular price . if sales tax is 5 percent of the purchase price at both stores , what is the result when the total cost of the item at store b is subtracted from the total cost of the item at store a ?;msrp = 60 price at store a = 60 ∗ 120100 = 72 = 60 ∗ 120100 = 72 price at store b = 60 ∗ 130100 ∗ 90100 = 70.2 = 60 ∗ 130100 ∗ 90100 = 70.2 difference = 72.0 - 70.2 = 1.8 sales tax applicable = 5 % on both = 1.8 + 0.09 = 1.89 answer = d;subtract(multiply(60, divide(add(const_100, 20), const_100)), multiply(divide(subtract(const_100, 10), const_100), multiply(divide(add(const_100, 30), const_100), 60)));add(n1,const_100)|add(n2,const_100)|subtract(const_100,n3)|divide(#0,const_100)|divide(#2,const_100)|divide(#1,const_100)|multiply(n0,#3)|multiply(n0,#5)|multiply(#4,#7)|subtract(#6,#8);general;Q359;Hard;2023-09-23 11:29:00;2023-09-23 12:17:00;48,81
in certain code ' twice ' is written as ' 34 $ 5 δ ' and ' wears ' is written as ' 4 δ 29 % ' . how is ' seat ' written in that code ?;answer : option b;subtract(subtract(29, 5), const_1);subtract(n3,n1)|subtract(#0,const_1);gain;Q165;Easy;2023-09-23 15:06:00;2023-09-23 15:21:00;15,35
two pipes a and b can fill a cistern in 10 and 15 minutes respectively . both fill pipes are opened together , but at the end of 3 minutes , ‘ b ’ is turned off . how much time will the cistern take to fill ?;in one min , ( a + b ) fill the cistern = 1 ⁄ 10 + 1 ⁄ 15 = 1 ⁄ 6 th in 3 min , ( a + b ) fill the cistern = 3 ⁄ 6 = 1 ⁄ 2 th remaining part = 1 - 1 ⁄ 2 = 1 ⁄ 2 ∵ 1 ⁄ 10 th part filled by a in one min . ∴ 1 ⁄ 2 nd part filled by a in 10 × 1 ⁄ 2 = 5 min . ∴ total time = 3 + 5 = 8 min . answer b;add(multiply(10, subtract(const_1, multiply(add(inverse(10), inverse(15)), const_3))), 3);inverse(n0)|inverse(n1)|add(#0,#1)|multiply(#2,const_3)|subtract(const_1,#3)|multiply(n0,#4)|add(n2,#5);physics;Q592;Medium;2023-09-23 20:35:00;2023-09-23 21:09:00;34,66
if o is the center of the circle in the figure above and the area of the unshaded sector is 5 , what is the area of the shaded region ?;60 / 360 = 1 / 6 1 / 6 of total area = 5 5 / 6 of total area = 5 * 5 = 25 answer : d;power(5, const_2);power(n0,const_2);geometry;Q297;Hard;2023-09-24 21:50:00;2023-09-24 22:54:00;64,65
a rectangular lawn of length 200 m by 120 m has two roads running along its center , one along the length and the other along the width . if the width of the roads is 5 m what is the area w covered by the two roads ?;"""area covered by road along the length = 5 * 200 = 1000 square meter area covered by road along the width = 5 * 120 = 600 square meter common area in both roads ( where the roads intersect ) = square with side 5 meter = 5 * 5 = 25 total area of the roads w = 1000 + 600 - 25 = 1575 answer : option c""";add(rectangle_area(200, 5), rectangle_area(120, 5));rectangle_area(n0,n2)|rectangle_area(n1,n2)|add(#0,#1)|;geometry;Q604;Easy;2023-09-25 08:46:00;2023-09-25 08:59:00;13,21
if a and b together can finish a work in 16 days . a can finish same work alone in 24 days then b alone can finish same work alone in how many days ?;( a + b ) work in 1 day = 1 / 16 , a work in 1 day = 1 / 24 b work in 1 day = [ 1 / 16 - 1 / 24 ] = 1 / 48 . b alone can finish same work in 48 days . answer b;inverse(subtract(inverse(16), inverse(24)));inverse(n0)|inverse(n1)|subtract(#0,#1)|inverse(#2);physics;Q236;Medium;2023-09-26 10:44:00;2023-09-26 11:22:00;38,97
if 5 a + 7 b = m , where a and b are positive integers , what is the largest possible value of m for which exactly one pair of integers ( a , b ) makes the equation true ?;"5 * a 1 + 7 * b 1 = m 5 * a 2 + 7 * b 2 = m 5 * ( a 1 - a 2 ) = 7 * ( b 2 - b 1 ) since we are dealing with integers we can assume that a 1 - a 2 = 7 * q and b 2 - b 1 = 5 * q where q is integer , so whenever we get a pair for ( a ; b ) we can find another one by simply adding 7 to a and subtracting 5 from b or vice versa , subtracting 7 from a and adding 5 to b . lets check how it works for our numbers , starting from the largest : e ) 74 = 5 * 12 + 7 * 2 ( a 1 = 12 , b 1 = 2 ) , subtract 7 from a and add 5 to b respectively , so a 2 = 5 and b 2 = 7 , second pair - bad d ) 70 = 5 * 7 + 7 * 5 ( a 1 = 7 , b 1 = 5 ) , if we add 7 toawe will have to subtract 5 from b but b ca n ' t be 0 , so - no pair , if we subtract 7 froma , we ' ll get a = 0 which also is n ' t allowed - no pair , thus this is the only pair for ( a ; b ) that works , good ! , thus d is the answer";add(multiply(7, add(const_3, const_4)), multiply(5, const_4));add(const_3,const_4)|multiply(n0,const_4)|multiply(n1,#0)|add(#2,#1);general;Q594;Easy;2023-09-26 20:31:00;2023-09-26 20:45:00;14,62
a man speaks truth 3 out of 4 times . he throws a die and reports it to be a 6 . what is the probability of it being a 6 ?;explanation : there are two cases 1 ) he is telling truth that the die reports 6 , its probability = 3 / 4 * 1 / 6 = 1 / 8 2 ) he is telling lie that the die reports 6 , its probability = 1 / 4 * 5 / 6 = 5 / 24 so required probability = ( 1 / 8 ) / ( 1 / 8 ) + ( 5 / 24 ) = ( 1 / 8 ) / ( 1 / 3 ) = 3 / 8 hencer ( d ) is the correct answer answer : d;divide(multiply(divide(3, 4), divide(const_1, 6)), add(multiply(divide(3, 4), divide(const_1, 6)), multiply(divide(const_1, const_4), divide(const_5, 6))));divide(n0,n1)|divide(const_1,n2)|divide(const_1,const_4)|divide(const_5,n2)|multiply(#0,#1)|multiply(#2,#3)|add(#4,#5)|divide(#4,#6);probability;Q259;Medium;2023-09-27 14:28:00;2023-09-27 14:46:00;18,56
on a sum of money , simple interest for 2 years is rs 660 and compound interest is rs 696.30 , the rate of interest being the same in both cases .;explanation : difference between c . i and s . i for 2 years = 36.30 s . i . for one year = 330 . s . i . on rs 330 for one year = 36.30 so r % = \ frac { 100 * 36.30 } { 330 * 1 } = 11 % answer : d;multiply(divide(multiply(subtract(696.3, 660), 2), 660), const_100);subtract(n2,n1)|multiply(n0,#0)|divide(#1,n1)|multiply(#2,const_100);gain;Q426;Medium;2023-09-28 03:20:00;2023-09-28 03:46:00;26,92
the ages of two persons differ by 16 years . if 6 years ago , the elder one be 3 times as old as the younger one , find their present ages .;"""explanation : sol . let the age of the younger person be xx years then , age of the elder person = ( x + 16 ) ( x + 16 ) years â ˆ ´ â ˆ ´ 3 ( x â ˆ ’ 6 ) = ( x + 16 â ˆ ’ 6 ) 3 ( x - 6 ) = ( x + 16 - 6 ) â ‡ ” 3 x â ˆ ’ 18 = x + 10 â ‡ ” 3 x - 18 = x + 10 â ‡ ” 2 x = 28 â ‡ ” 2 x = 28 â ‡ ” x = 14 â ‡ ” x = 14 hence , their present age are 14 years and 30 years . answer is d""";subtract(add(divide(multiply(16, 6), subtract(6, const_1)), 6), 16);multiply(n0,n1)|subtract(n1,const_1)|divide(#0,#1)|add(n1,#2)|subtract(#3,n0)|;general;Q498;Easy;2023-09-29 11:37:00;2023-09-29 11:50:00;13,42
an athlete takes 10 seconds to run 100 m . what is his avg . speed in miles per hour ?;his average speed is 10 m / s . which is 36 km / hr . but 36 km = 22.37 miles . the average speed of the athlete is 22.37 mph answer : a;divide(multiply(divide(100, const_1000), const_0_6), divide(10, const_3600));divide(n1,const_1000)|divide(n0,const_3600)|multiply(#0,const_0_6)|divide(#2,#1);physics;Q540;Easy;2023-09-30 04:38:00;2023-09-30 04:48:00;10,03
what is the max number of rectangular boxes , each measuring 4 inches by 6 inches by 10 inches , that can be packed into a rectangular packing box measuring 16 inches by 18 inches by 30 inches , if all boxes are aligned in the same direction ?;the 4 inch side should be aligned to the 16 inch side ( 4 layer ) 6 inch side should be aligned to the 18 inch side . ( 3 layer ) and 10 inch side should be aligned to the 30 inch side . ( 3 layer ) maximum number of rectangles = 4 * 3 * 3 = 36 answer is a;divide(multiply(multiply(16, 18), 30), multiply(multiply(4, 6), 10));multiply(n3,n4)|multiply(n0,n1)|multiply(n5,#0)|multiply(n2,#1)|divide(#2,#3);geometry;Q007;Easy;2023-09-30 08:10:00;2023-09-30 08:27:00;17,14
how many seconds will a 500 m long train take to cros a man walking with a speed of 3 kmph in the direction of the moving train if the speed of the train is 63 kmph;time = distance ( here length of the train ) / relative speed ( 63 - 3 ) thus time = 500 / 60 * 5 / 18 = 500 * 18 / 60 * 5 = 30 seconds answer : b;divide(500, divide(subtract(63, 3), const_3_6));subtract(n2,n1)|divide(#0,const_3_6)|divide(n0,#1);physics;Q287;Medium;2023-09-30 11:19:00;2023-09-30 12:02:00;43,04
a batsman had a certain average of runs for 16 innings . in the 17 th innings , he made a score of 87 runs thereby increasing his average by 3 . what is his average after 17 innings ?;explanation : assume his initial average = xx his total runs after 16 innings = 16 xx after scoring 87 runs his average got increased by 3 to xx + 3 so his total runs after 17 innings = 17 × ( xx + 3 ) but it was given that the difference in the total scores after 16 innings and 17 innings = 87 therefore 17 × ( x + 3 ) − 16 x = 87 ⇒ x = 3617 × ( x + 3 ) − 16 x = 87 ⇒ x = 36 his new average = 36 + 3 = 39 answer : a;add(subtract(87, multiply(17, 3)), 3);multiply(n1,n3)|subtract(n2,#0)|add(n3,#1);general;Q642;Easy;2023-09-30 22:06:00;2023-09-30 22:19:00;13,76
if a card is drawn from a well shuffled pack of cards , the probability of drawing a spade or a king is - .;"""explanation : p ( s ᴜ k ) = p ( s ) + p ( k ) - p ( s ∩ k ) , where s denotes spade and k denotes king . p ( s ᴜ k ) = 13 / 52 + 4 / 52 - 1 / 52 = 4 / 13 answer : b""";add(divide(const_3, const_52), divide(divide(const_52, const_4), const_52));divide(const_3,const_52)|divide(const_52,const_4)|divide(#1,const_52)|add(#0,#2)|;probability;Q279;Medium;2023-10-01 14:43:00;2023-10-01 15:26:00;43,92
3 friends james , david and charlie divide $ 1230 amongs them in such a way that if $ 5 , $ 10 and $ 15 are removed from the sums that james , david and charlie received respectively , then the share of the sums that they got will be in the ratio of 9 : 10 : 11 . how much did charlie receive ?;a + b + c = 1230 given ratio 9 : 10 : 11 let us say the shares of a , b , c deducting 5 , 1015 be a , b , c a + b + c = 1230 - 30 = 1200 = 30 k c share = ( 1200 x 30 ) / 60 = 600 c = charlie share = 600 + 15 = 615 option e;add(add(add(add(add(multiply(11, divide(subtract(1230, add(add(5, 10), 15)), add(add(9, 10), 11))), 15), divide(subtract(1230, add(add(5, 10), 15)), add(add(9, 10), 11))), divide(subtract(1230, add(add(5, 10), 15)), add(add(9, 10), 11))), divide(subtract(1230, add(add(5, 10), 15)), add(add(9, 10), 11))), divide(subtract(1230, add(add(5, 10), 15)), add(add(9, 10), 11)));add(n2,n3)|add(n3,n5)|add(n4,#0)|add(n7,#1)|subtract(n1,#2)|divide(#4,#3)|multiply(n7,#5)|add(n4,#6)|add(#7,#5)|add(#8,#5)|add(#9,#5)|add(#10,#5);general;Q293;Hard;2023-10-01 17:45:00;2023-10-01 18:13:00;28,41
calculate the area of a triangle , if the sides of are 39 cm , 36 cm and 15 cm , what is its area ?;"""the triangle with sides 39 cm , 36 cm and 15 is right angled , where the hypotenuse is 39 cm . area of the triangle = 1 / 2 * 36 * 15 = 270 cm 2 answer : e""";multiply(divide(36, const_2), 15);divide(n1,const_2)|multiply(n2,#0)|;geometry;Q155;Hard;2023-10-02 04:43:00;2023-10-02 05:27:00;44,71
one pipe can fill a tank three times as fast as another pipe . if together the two pipes can fill the tank in 36 minutes , then the slower pipe alone will be able to fill the tank in ?;"""let the slower pipe alone fill the tank in x minutes then , faster pipe will fill it in x / 3 minutes 1 / x + 3 / x = 1 / 36 4 / x = 1 / 36 x = 144 min answer is a""";multiply(add(const_1, const_4), 36);add(const_1,const_4)|multiply(n0,#0)|;physics;Q361;Easy;2023-10-03 07:42:00;2023-10-03 08:02:00;20,43
the average of 5 consecutive odd numbers a , b , c , d and e is 33 . what percent of a is d ?;explanation : in such a case the middle number ( c ) is the average ∴ c = 33 and a = 31 and d = 35 required percentage = 31 / 35 x 100 = 88.6 answer : option b;multiply(const_100, divide(divide(multiply(33, 5), 5), add(add(add(divide(multiply(33, 5), 5), const_2), const_2), const_2)));multiply(n0,n1)|divide(#0,n0)|add(#1,const_2)|add(#2,const_2)|add(#3,const_2)|divide(#1,#4)|multiply(#5,const_100);general;Q375;Easy;2023-10-03 20:49:00;2023-10-03 20:59:00;10,47
the volumes of two cubes are in the ratio 27 : 125 , what shall be the ratio of their surface areas ?;a 13 : a 23 = 27 : 125 a 1 : a 2 = 3 : 5 6 a 12 : 6 a 22 a 12 : a 22 = 9 : 25 answer : c;divide(surface_cube(divide(divide(27, const_3), const_3)), surface_cube(divide(125, divide(125, add(const_4, const_1)))));add(const_1,const_4)|divide(n0,const_3)|divide(#1,const_3)|divide(n1,#0)|divide(n1,#3)|surface_cube(#2)|surface_cube(#4)|divide(#5,#6);geometry;Q615;Hard;2023-10-05 10:36:00;2023-10-05 11:51:00;75,36
bag contains 7 green and 8 white balls . if two balls are drawn simultaneously , the probability that both are of the same colour is - .;explanation : drawing two balls of same color from seven green balls can be done in â  · c â ‚ ‚ ways . similarly from eight white balls two can be drawn in â  ¸ c â ‚ ‚ ways . p = â  · c â ‚ ‚ / â ¹ â  µ c â ‚ ‚ + â  ¸ c â ‚ ‚ / â ¹ â  µ c â ‚ ‚ = 7 / 15 a;divide(add(divide(factorial(7), multiply(factorial(subtract(7, const_2)), factorial(const_2))), divide(factorial(8), multiply(factorial(subtract(8, const_2)), factorial(const_2)))), divide(factorial(add(7, 8)), multiply(factorial(subtract(add(7, 8), const_2)), factorial(const_2))));add(n0,n1)|factorial(n0)|factorial(const_2)|factorial(n1)|subtract(n0,const_2)|subtract(n1,const_2)|factorial(#4)|factorial(#5)|factorial(#0)|subtract(#0,const_2)|factorial(#9)|multiply(#6,#2)|multiply(#7,#2)|divide(#1,#11)|divide(#3,#12)|multiply(#10,#2)|add(#13,#14)|divide(#8,#15)|divide(#16,#17);other;Q405;Easy;2023-10-06 18:44:00;2023-10-06 18:55:00;11,87
subtracting 30 from a number , the remainder is one fourth of the number . find the number ?;explanation : 3 / 4 x = 30 = > x = 40 answer : c;divide(30, subtract(const_1, divide(const_1, const_4)));divide(const_1,const_4)|subtract(const_1,#0)|divide(n0,#1);general;Q467;Easy;2023-10-07 13:18:00;2023-10-07 13:28:00;10,89
the sum of four consecutive even integers is 1284 . the greatest of them is :;"""sol . let the four integers be x , x + 2 , x + 4 and x + 6 then , x + ( x + 2 ) + ( x + 4 ) + ( x + 6 ) = 1284 ⇔ 4 x = 1272 ⇔ x = 318 ∴ greatest integer = x + 6 = 324 . answer a""";add(add(power(add(add(divide(subtract(subtract(1284, const_10), const_2), const_4), const_2), const_2), const_2), power(add(add(add(divide(subtract(subtract(1284, const_10), const_2), const_4), const_2), const_2), const_2), const_2)), add(power(divide(subtract(subtract(1284, const_10), const_2), const_4), const_2), power(add(divide(subtract(subtract(1284, const_10), const_2), const_4), const_2), const_2)));subtract(n0,const_10)|subtract(#0,const_2)|divide(#1,const_4)|add(#2,const_2)|power(#2,const_2)|add(#3,const_2)|power(#3,const_2)|add(#5,const_2)|add(#4,#6)|power(#5,const_2)|power(#7,const_2)|add(#9,#10)|add(#11,#8)|;physics;Q619;Hard;2023-10-08 04:46:00;2023-10-08 05:37:00;51,39
if a train runs at 40 kmph , it reach its destination late by 11 minutes but if it runs at 50 kmph it is late by 5 minutes only . the correct time for a train to complete its journey is ? let the correct time to complete the journey be x min distance covered in ( x + 11 ) min . at 40 kmph distance covered in ( x + 5 ) min . at 50 kmph ( x + 11 ) / 60 * 40 = ( x + 5 ) / 60 * 50 x = 19 min;let the correct time to complete the journey be x min distance covered in ( x + 11 ) min . at 40 kmph distance covered in ( x + 5 ) min . at 50 kmph ( x + 11 ) / 60 * 40 = ( x + 5 ) / 60 * 50 x = 19 min answer ( a );divide(subtract(multiply(multiply(60, 40), 11), multiply(multiply(60, 50), 5)), subtract(multiply(60, 50), multiply(60, 40)));multiply(n0,n9)|multiply(n2,n9)|multiply(n1,#0)|multiply(n3,#1)|subtract(#1,#0)|subtract(#2,#3)|divide(#5,#4);general;Q519;Hard;2023-10-08 21:32:00;2023-10-08 22:27:00;55,06
alex and brian start a business with rs . 7000 each , and after 8 months , brian withdraws half of his capital . how should they share the profits at the end of the 18 months ?;alex invests rs . 7000 for 18 months , but brian invests rs . 7000 for the first 8 months and then withdraws rs . 3500 . so , the investment of brian for remaining 10 months is rs . 3500 only . alex : brian 7000 * 18 : ( 7000 * 8 ) + ( 3500 * 10 ) 126000 : 91000 alex : brian = 18 : 13 answer : e;divide(18, add(const_12, const_1));add(const_1,const_12)|divide(n2,#0);gain;Q278;Medium;2023-10-08 23:11:00;2023-10-08 23:34:00;23,29
a sum of money is distributed among a , b , c , d in the proportion of 1 : 3 : 4 : 2 . if c gets $ 500 more than d , what is the b ' s share ?;let the shares of a , b , c , d are x , 3 x , 4 x , 2 x 4 x - 2 x = 500 x = 250 b ' s share = 3 x = $ 750 answer is c;divide(multiply(divide(multiply(add(500, 500), 2), 4), 3), 2);add(n4,n4)|multiply(n3,#0)|divide(#1,n2)|multiply(n1,#2)|divide(#3,n3);general;Q557;Easy;2023-10-09 03:33:00;2023-10-09 03:46:00;13,23
if there are thrice as many women as men in a group and an equal number of men and women do not own cars - a group that is 30 % of the total . what fraction of the total is men who own cars ?;consider a group of 100 men and 300 women , a total of 400 people . 30 % of them , which is 120 , form a group of people who do n ' t own a car . half of them are men , and the other half are women , more precisely 60 . it means that there are 100 - 60 = 40 men who own a car , and this represents 40 / 400 = 1 / 10 of the total . answer d;divide(const_1, divide(30, const_3));divide(n0,const_3)|divide(const_1,#0);general;Q415;Medium;2023-10-09 07:47:00;2023-10-09 08:28:00;41,89
a man is 24 years older than his son . in three years , his age will be twice the age of his son . the present age of the son is;"""solution let the son ' s present age be x years . then , man ' s present age = ( x + 24 ) years . then â € ¹ = â € º ( x + 24 ) + 3 = 2 ( x + 3 ) â € ¹ = â € º x + 27 = 2 x + 6 x = 21 . answer d""";divide(subtract(24, subtract(multiply(const_2, const_2), const_2)), subtract(const_2, const_1));multiply(const_2,const_2)|subtract(const_2,const_1)|subtract(#0,const_2)|subtract(n0,#2)|divide(#3,#1)|;general;Q137;Medium;2023-10-09 20:10:00;2023-10-09 20:34:00;24,65
a man covers a certain distance q in a train . if the train moved 4 km / hr faster , it would take 30 min less . if it moved 2 km / hr slower , it would take 20 mins more . find the distance ?;not really . when you solve the 2 equation above , you get , 6 t - 4 / 3 = 5 r / 6 from simplifying equation 1 4 t - 2 = r / 2 from simplifying equation 2 you can now multiply equation 2 by 5 to get 5 ( 4 t - 2 = r / 2 ) = 20 t - 10 = 5 r / 2 and then subtract this new equation from equation 1 to get t = 3 , followed by r = 20 to give you distance q = r * t = 20 * 3 = 60 km . d;multiply(divide(subtract(multiply(4, 2), 4), const_2), 30);multiply(n0,n2)|subtract(#0,n0)|divide(#1,const_2)|multiply(n1,#2);general;Q166;Hard;2023-10-09 20:21:00;2023-10-09 21:23:00;62,43
if the a radio is sold for rs 490 and sold for rs 465.50 . find loss % .;"""sol . cp = rs 490 , sp = 465.50 . loss = rs ( 490 - 465.50 ) = rs 24.50 . loss % = [ ( 24.50 / 490 ) * 100 ] % = 5 % answer is b .""";multiply(divide(subtract(490, 465.50), 490), const_100);subtract(n0,n1)|divide(#0,n0)|multiply(#1,const_100)|;gain;Q613;Medium;2023-10-10 17:30:00;2023-10-10 17:44:00;14,02
the annual birth and death rate in a country per 1000 are 39.4 and 19.4 respectively . the number of years q in which the population would be doubled assuming there is no emigration or immigration is;suppose the population of the country in current year is 1000 . so annual increase is 1000 + 39.4 - 19.4 = 1020 hence every year there is an increase of 2 % . 2000 = 1000 ( 1 + ( 2 / 100 ) ) ^ n n = 35 answer is d;divide(subtract(const_100, multiply(const_10, const_3)), multiply(divide(subtract(39.4, 19.4), 1000), const_100));multiply(const_10,const_3)|subtract(n1,n2)|divide(#1,n0)|subtract(const_100,#0)|multiply(#2,const_100)|divide(#3,#4);general;Q227;Hard;2023-10-11 04:12:00;2023-10-11 04:29:00;17,95
a pyramid has a square base of 6 cm , and the four lateral faces are four congruent equilateral triangles . what is the total surface area of the pyramid in square cm ?;first of all , of course , the base has an area of 36 . for the lateral surfaces , it would be helpful to remember the formula for the area of an equilateral triangle . the area of one equilateral triangle is a = ( s ^ 2 * sqrt { 3 } ) / 4 . we know the side of the equilateral triangle must be the same as the square : s = 6 . thus , one of these equilateral triangles has an area of a = ( 6 ^ 2 * sqrt { 3 } ) / 4 = 9 * sqrt { 3 } . there are four identical triangles , so their combined area is a = 36 * sqrt { 3 } . now , add the square base , for a total surface area of a = 36 + 36 * sqrt { 3 } . answer = b;add(multiply(divide(multiply(6, sqrt(subtract(square_area(6), power(const_3, const_2)))), const_2), const_4), square_area(6));power(const_3,const_2)|square_area(n0)|subtract(#1,#0)|sqrt(#2)|multiply(n0,#3)|divide(#4,const_2)|multiply(#5,const_4)|add(#6,#1);geometry;Q363;Medium;2023-10-11 10:36:00;2023-10-11 11:09:00;33,08
find the smallest number in gp whose sum is 38 and product is 1728;"""let x , y , z be the numbers in geometric progression ? y ^ 2 = xz x + y + z = 38 xyz = 1728 xyz = xzy = y ^ 2 y = y ^ 3 = 1728 y = 12 y ^ 2 = xz = 144 z = 144 / x x + y + z = x + 12 + 144 / x = 38 x ^ 2 + 12 x + 144 = 38 x x ^ 2 - 26 x + 144 = 0 ( x - 18 ) ( x - 8 ) = 0 x = 8,18 if x = 8 , z = 38 - 8 - 12 = 18 the numbers are 8,12 , 18 their sum is 38 their product is 1,728 the smallest number is 8 answer : d""";multiply(divide(divide(divide(divide(38, const_1000), const_3), const_3), const_3), divide(divide(divide(divide(38, const_1000), const_3), const_3), const_3));divide(n0,const_1000)|divide(#0,const_3)|divide(#1,const_3)|divide(#2,const_3)|multiply(#3,#3)|;general;Q567;Easy;2023-10-11 10:54:00;2023-10-11 11:07:00;13,88
in a fuel station the service costs $ 1.50 per car , every liter of fuel costs 0.35 $ . assuming that you own 3 limos and 2 fleet vans and all fuel tanks are empty . how much will it cost to fuel all cars together if a limo tank is 32 liters and an fleet van tank is 75 % bigger ?;"""lots of calculations . 1.50 * 4 + 3 * . 35 * 32 + 2 * ( 7 / 4 ) * 32 * . 35 answer = $ 78.80 the correct option is a""";multiply(multiply(0.35, 2), 3);multiply(n1,n3)|multiply(n2,#0)|;general;Q371;Easy;2023-10-12 00:54:00;2023-10-12 01:14:00;20,63
a , b and c can do a piece of work in 7 days , 14 days and 28 days respectively . how long will they take to finish the work , if all the three work together ?;"""1 / 7 + 1 / 14 + 1 / 28 = 7 / 28 = 1 / 4 all three can finish the work in 4 days answer : a""";inverse(add(inverse(28), add(inverse(7), inverse(14))));inverse(n0)|inverse(n1)|inverse(n2)|add(#0,#1)|add(#3,#2)|inverse(#4)|;physics;Q268;Medium;2023-10-12 10:51:00;2023-10-12 11:10:00;19,72
lamp a flashes every 6 seconds , lamp b flashes every 8 seconds , lamp c flashes every 10 seconds . at a certain instant of time all 3 lamps flash simultaneously . during the period of 6 minutes after that how many times will exactly two lamps flash ? ( please include any flash of exactly two lights which occurs at the 6 minute mark . );6 minutes is 360 seconds . lamp a and lamp b will flash together every 24 seconds . 360 / 24 = 15 . in the time period , lamp a and lamp b will flash together 15 times . lamp a and lamp c will flash together every 30 seconds . 360 / 30 = 12 . in the time period , lamp a and lamp c will flash together 12 times . lamp b and lamp c will flash together every 40 seconds . 360 / 40 = 9 . in the time period , lamp b and lamp c will flash together 9 times . all three lights will flash together every 2 * 2 * 2 * 3 * 5 = 120 seconds . 360 / 120 = 3 . we have counted these triple flashes three times , so we need to subtract three times the number of times that all three lights flash together . the number of times that exactly two lights flash together is 15 + 12 + 9 - 9 = 27 times . the answer is d .;subtract(add(add(divide(multiply(6, const_60), lcm(6, 8)), divide(multiply(6, const_60), lcm(6, 10))), divide(multiply(6, const_60), lcm(8, 10))), multiply(divide(multiply(6, const_60), lcm(lcm(6, 8), 10)), 3));lcm(n0,n1)|lcm(n0,n2)|lcm(n1,n2)|multiply(n0,const_60)|divide(#3,#0)|divide(#3,#1)|divide(#3,#2)|lcm(n2,#0)|add(#4,#5)|divide(#3,#7)|add(#8,#6)|multiply(n3,#9)|subtract(#10,#11);physics;Q611;Easy;2023-10-12 12:17:00;2023-10-12 12:29:00;12,85
the bus fare for two persons for travelling between agra and aligarh id 4 - thirds the train fare between the same places for one person . the total fare paid by 6 persons travelling by bus and 8 persons travelling by train between the two places is rs . 1512 . find the train fare between the two places for one person ?;let the train fare between the two places for one person be rs . t bus fare between the two places for two persons rs . 4 / 3 t = > 6 / 2 ( 4 / 3 t ) + 8 ( t ) = 1512 = > 12 t = 1512 = > t = 126 . answer : a;divide(1512, add(multiply(divide(6, const_2), divide(4, const_3)), 8));divide(n1,const_2)|divide(n0,const_3)|multiply(#0,#1)|add(n2,#2)|divide(n3,#3);general;Q084;Easy;2023-10-13 15:39:00;2023-10-13 15:53:00;14,41
a goods bullet train runs at the speed of 72 km / hr and crosses a 250 m long platform in 26 seconds . what is the length of the goods bullet train ?;e 270 m;subtract(multiply(multiply(72, const_0_2778), 26), 250);multiply(n0,const_0_2778)|multiply(n2,#0)|subtract(#1,n1);physics;Q484;Medium;2023-10-13 19:07:00;2023-10-13 19:35:00;28,63
find the sum 3 / 10 + 5 / 100 + 8 / 1000 in decimal form ?;answer 3 / 10 + 5 / 100 + 8 / 1000 = 0.3 + 0.05 + 0.008 = 0.358 correct option : b;add(divide(8, 1000), add(divide(3, 10), divide(5, 100)));divide(n0,n1)|divide(n2,n3)|divide(n4,n5)|add(#0,#1)|add(#3,#2);general;Q487;Easy;2023-10-14 14:56:00;2023-10-14 15:12:00;16,33
prints a page 40 pg per min . if the printed for 2 hours except 20 min . where there was an paper jam , how many page did it print;40 pages - - - - - - - > 1 min 2 hrs except 20 mints means = 2 * 60 = 120 - 20 = 100 mints i . e . , 100 * 40 = 4,000 pages printed . answer : a;divide(multiply(subtract(multiply(2, const_60), 20), 40), multiply(const_10, const_100));multiply(n1,const_60)|multiply(const_10,const_100)|subtract(#0,n2)|multiply(n0,#2)|divide(#3,#1);general;Q395;Easy;2023-10-14 15:13:00;2023-10-14 15:31:00;18,28
